机组类型,区域,团队,经销商（KAD）,地区,城市,县级,所属集团,企业名称,纳税人识别号,登记状态,电厂名称/项目名称,地址,投产时间,过去两年Dpal售出(L),投产时间标签,每年涡轮机补加预估KL,每年辅机用油KL,每年总售后用油KL,机组总容量(MW),机组1名称,机组1容量(MW),机组2名称,机组2容量(MW),机组3名称,机组3容量(MW),机组4名称,机组4容量(MW),机组5名称,机组5容量(MW),机组6名称,机组6容量(MW),机组7名称,机组7容量(MW),机组8名称,机组8容量(MW),机组9名称,机组9容量(MW),机组10名称,机组10容量(MW),机组11名称,机组11容量(MW),机组12名称,机组12容量(MW),机组13名称,机组13容量(MW),机组14名称,机组14容量(MW),机组15名称,机组15容量(MW),机组16名称,机组16容量(MW),机组17名称,机组17容量(MW),机组18名称,机组18容量(MW),机组19名称,机组19容量(MW),机组20名称,机组20容量(MW),机组21名称,机组21容量(MW),机组22名称,机组22容量(MW),机组23名称,机组23容量(MW),机组24名称,机组24容量(MW),机组25名称,机组25容量(MW),机组26名称,机组26容量(MW),机组27名称,机组27容量(MW),机组28名称,机组28容量(MW),机组29名称,机组29容量(MW),机组30名称,机组30容量(MW),机组31名称,机组31容量(MW),机组32名称,机组32容量(MW),机组33名称,机组33容量(MW),机组34名称,机组34容量(MW),机组总容量(MW),机组1名称,机组1容量(MW),经度,纬度,机组总容量(MW),机组1名称,机组1容量(MW)
水电-常规水电,西南,West,,四川省,雅安市,石棉县,国家能源投资集团有限责任公司,国能四川电力股份有限公司南桠河发电厂,91511824744684492Q,存续,南桠河电站,四川省雅安市石棉县四川省雅安市石棉县电力路1号,1983/12/30, -   ,>10年,0.31,0.60,1,120.00,#1,40,#2,40,#3,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,102.359870,29.229616,0.00,,
水电-常规水电,西南,West,,四川省,雅安市,天全县,中国大唐集团有限公司,大唐雅安电力开发有限公司,915118006969920786,存续,切山水电站,四川省雅安市天全县新村村5组,2010/12/31, -   ,>10年,0.06,0.11,0,22.50,#1,7.5,#2,7.5,#3,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,102.823749,30.019969,0.00,,
水电-常规水电,西南,West,,四川省,雅安市,天全县,中国大唐集团有限公司,大唐雅安电力开发有限公司,915118006969920786,存续,始阳水电站,四川省雅安市天全县乐坝村5组,2011/1/22, -   ,>10年,0.05,0.11,0,21.00,#1,7,#2,7,#3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,102.813371,30.025273,0.00,,
水电-常规水电,西南,West,,四川省,雅安市,天全县,中国大唐集团有限公司,大唐雅安电力开发有限公司,915118006969920786,存续,下村水电站,四川省雅安市天全县龙尾村1组,2010/11/23, -   ,>10年,0.06,0.11,0,22.50,#1,7.5,#2,7.5,#3,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,102.814030,30.025581,0.00,,
水电-常规水电,西南,West,,四川省,雅安市,天全县,中国大唐集团有限公司,大唐雅安电力开发有限公司天全分公司,91511825MA66U0E30H,存续,锅浪跷水电站,天全县喇叭河,2022/11/2, -   ,1~5年,0.55,1.05,2,220.00,#1,70,#2,70,#3,70,#4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,102.428318,30.055635,0.00,,
水电-常规水电,西南,West,,四川省,雅安市,天全县,中国大唐集团有限公司,四川天全干溪坡水力发电有限公司,91511825756631662H,存续,干溪坡水电站,天全县小河镇,2012/9/1, -   ,>10年,0.20,0.38,1,75.00,1#干溪坡水电站,25,2#干溪坡水电站,25,3#干溪坡水电站,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,102.740645,30.108484,0.00,,
水电-常规水电,西南,West,,四川省,雅安市,荥经县,中国大唐集团有限公司,大唐雅安水电开发有限公司,915118226714309094,存续,川王宫水电站,雅安市荥经县新添乡,2008/12/1, -   ,>10年,0.08,0.15,0,20.00,1#川王宫,10,2#川王宫,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,102.841641,29.844865,0.00,,
水电-常规水电,西南,West,,四川省,雅安市,雨城区,国家电力投资集团有限公司,四川雅安龟都府电力有限责任公司,915118027469395911,存续,龟都府水电站,四川省雅安市雨城区草坝镇水口村4社,2007/11/17, -   ,>10年,0.16,0.32,0,63.00,1#机组,21,2#机组,21,3#机组,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,103.109920,29.957198,0.00,,
水电-常规水电,西南,West,,四川省,雅安市,雨城区,中国大唐集团有限公司,大唐雅安电力开发有限公司,915118006969920786,存续,大兴水电站,雅安市雨城区高家村二组,2004/12/31, -   ,>10年,0.20,0.38,1,75.00,1#雅安大兴水电站,25,2#雅安大兴水电站,25,3#雅安大兴水电站,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,103.033320,29.991747,0.00,,
水电-常规水电,西南,West,,四川省,雅安市,雨城区,中国华电集团有限公司,华电四川发电有限公司雅安分公司,91511802MA6938WX82,存续,葫芦坝水电站,雅安市雨城区望鱼乡,2006/9/10, -   ,>10年,0.09,0.18,0,24.00,1#葫芦坝水电站,12,2#葫芦坝水电站,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,103.014971,29.750125,0.00,,
水电-常规水电,西南,West,,四川省,雅安市,雨城区,中国华电集团有限公司,华电四川发电有限公司雅安分公司,91511802MA6938WX82,存续,沙坪水电站（楼方）,雅安市雨城区沙坪镇*2,2011/8/1, -   ,>10年,0.22,0.42,1,56.00,1#沙坪水电站（楼方）,28,2#沙坪水电站（楼方）,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,103.005436,29.868108,0.00,,
水电-常规水电,西南,West,,四川省,雅安市,雨城区,中国华电集团有限公司,华电四川发电有限公司雅安分公司,91511802MA6938WX82,存续,水津关水电站,雨城区草坝镇*3,2009/3/30, -   ,>10年,0.16,0.32,0,63.00,1#水津关水电站,21,2#水津关水电站,21,3#水津关水电站,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,103.109920,29.957198,0.00,,
水电-常规水电,西南,West,,四川省,雅安市,雨城区,中国华能集团有限公司,四川华能宝兴河水电有限责任公司,9151180021090215X2,存续,雨城水电站,雅安市雨城区茶马大道11号,1995/9/25, -   ,>10年,0.16,0.30,0,60.00,1#雨城电站,20,2#雨城电站,20,3#雨城电站,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,102.957614,29.989111,0.00,,
水电-常规水电,西南,West,,四川省,宜宾市,叙州区,中国长江三峡集团有限公司,三峡金沙江川云水电开发有限公司,91510100060099567R,存续,三峡金沙江川云水电开发有限公司宜宾向家坝电厂,四川省宜宾县和云南省水富县交界处(向家坝水电站),2013/10/24, -   ,>10年,5.85,11.25,17,6000.00,1号机组,750,2号机组,750,3号机组,750,4号机组,750,5号机组,750,6号机组,750,7号机组,750,8号机组,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,104.535615,28.692031,0.00,,
水电-常规水电,西南,0.00,,西藏自治区,昌都市,芒康县,中国华电集团有限公司,华电金沙江上游水电开发有限公司苏洼龙分公司,91540300MA6T1BYP0R,存续,苏洼龙水电厂,四川省甘孜州巴塘县与西藏自治区昌都市芒康县交界处的金沙江干流上,2022/11/30, -   ,1~5年,2.34,4.50,7,1200.00,#1,300,#2,300,#3,300,#4,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,99.037250,30.055059,0.00,,
水电-常规水电,西南,0.00,,西藏自治区,林芝市,巴宜区,国家能源投资集团有限责任公司,国能（西藏）尼洋河发电有限公司,915404006868408987,存续,多布水电站,西藏自治区林芝地区林芝县巴宜区八一镇多布村,2016/1/17, -   ,8~10年,0.23,0.45,1,120.00,#1,30,#2,30,#3,30,#4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,94.398056,29.623056,0.00,,
水电-常规水电,西南,0.00,,西藏自治区,林芝市,波密县,中国大唐集团有限公司,大唐西藏波堆水电开发有限公司,91540424585772961E,存续,大唐西藏波堆水电开发有限公司,西藏自治区林芝地区波密县倾多镇通多村,2015/7/6, -   ,>10年,0.02,0.05,0,9.60,1号机组,3.2,2号机组,3.2,3号机组,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,95.579167,29.987222,0.00,,
水电-常规水电,西南,0.00,,西藏自治区,林芝市,察隅县,国家电力投资集团有限公司,国家电投集团察隅电力有限公司,91540425064657108X,存续,波罗水电站,西藏自治区林芝地区察隅县竹瓦根镇,2017/9/25, -   ,8~10年,0.02,0.03,0,8.00,#1,2,#2,2,#3,2,#4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,97.462778,28.6625,0.00,,
水电-常规水电,西南,0.00,,西藏自治区,山南市,加查县,中国华能集团有限公司,华能西藏雅鲁藏布江水电开发投资有限公司藏木水电厂,91542200099593896L,存续,华能西藏雅鲁藏布江水电开发投资有限公司藏木水电厂,西藏自治区山南地区加查县藏木水电厂,2015/4/20, -   ,>10年,0.66,1.28,2,425.00,#3,85,#4,85,#5,85,#6,85,1号机组,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,92.863333,29.141667,0.00,,
水电-常规水电,西南,0.00,,西藏自治区,山南市,加查县,中国华能集团有限公司,华能西藏雅鲁藏布江水电开发投资有限公司加查水电厂,91542200MA6TB1A196,存续,西藏雅鲁藏布江加查水电站,西藏自治区山南地区加查县加查镇塘麦村,2020/8/11, -   ,5~8年,0.94,1.80,3,360.00,#1,120,#2,120,#3,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,92.589167,29.143611,0.00,,
水电-常规水电,西南,0.00,,西藏自治区,山南市,桑日县,中国华电集团有限公司,华电西藏能源有限公司大古水电分公司,91542224064680228A,存续,大古水电站,西藏自治区山南地区桑日县达古村,2021/5/24, -   ,1~5年,1.29,2.48,4,660.00,#1,165,#2,165,#3,165,#4,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,92.176389,29.205833,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,阿克苏地区,拜城县,中国核工业集团有限公司,新疆新华木扎提河水电开发有限公司,91652926576229799C,存续,木扎提河三级水电站,新疆维吾尔自治区阿克苏地区拜城县新疆阿克苏地区拜城县老虎台乡阿合布隆村(10大队),2020/12/26, -   ,5~8年,0.08,0.15,0,160.00,#1,10,#2,10,#3,70,#4,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,81.3325,42.155,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,阿克苏地区,拜城县,中国核工业集团有限公司,新疆新华水电投资股份有限公司,91650000722317341T,存续,克孜尔电厂,拜城县克孜尔水库,2015/1/16, -   ,>10年,0.07,0.13,0,34.00,1#,8.5,2#,8.5,3#,8.5,4#,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,82.383611,41.748611,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,阿克苏地区,温宿县,国家能源投资集团有限责任公司,国能新疆阿克苏水电开发有限公司,91652900670200052T,存续,吐木秀克水电站,温宿县吐木秀克镇,2009/12/11, -   ,>10年,0.19,0.36,1,48.00,#1,24,#2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,80.603333,41.528333,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,阿克苏地区,温宿县,国家能源投资集团有限责任公司,国能新疆阿克苏水电开发有限公司,91652900670200052T,存续,台兰河一级水电站,新疆阿克苏地区温宿县佳木镇27公里处,2012/9/1, -   ,>10年,0.37,0.72,1,48.00,#1-4,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,80.355278,41.144444,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,阿克苏地区,温宿县,国家能源投资集团有限责任公司,国能新疆阿克苏水电开发有限公司,91652900670200052T,存续,小石峡水电站,新疆阿克苏地区温宿县吐木秀克镇43公里处,2012/9/1, -   ,>10年,1.07,2.06,3,137.50,#1-5,137.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,80.603333,41.528333,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,阿克苏地区,温宿县,国家能源投资集团有限责任公司,国能新疆阿克苏水电开发有限公司,91652900670200052T,存续,台兰河二级水电站,新疆阿克苏地区温宿县佳木镇20公里处,2012/12/1, -   ,>10年,0.37,0.72,1,48.00,#5-8,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,80.355278,41.144444,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,阿克苏地区,温宿县,中国核工业集团有限公司,新疆新华水电投资股份有限公司,91650000722317341T,存续,塔尕克一级水电站,温宿县萨瓦甫齐牧场,2008/3/31, -   ,>10年,0.19,0.37,1,49.00,1#,24.5,2#,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,80.125278,41.928611,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,阿克苏地区,乌什县,中国华能集团有限公司,华能新疆能源开发有限公司,916501056636428563,存续,华能新疆托什干河亚曼苏水电站,新疆阿克苏地区乌什县亚曼苏乡,2020/10/1, -   ,5~8年,0.55,1.05,2,244.00,#1,70,#2,70,#3,70,#4,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,79.163889,41.121111,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,阿勒泰地区,布尔津县,中国核工业集团有限公司,新疆新华冲乎尔水利水电开发有限公司,91654321792290922K,存续,新疆新华冲乎尔水电站,新疆布尔津县冲乎尔乡境内,2010/8/1, -   ,>10年,0.21,0.41,1,110.00,1#,27.5,2#,27.5,3#,27.5,4#,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,87.1425,48.213889,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,阿勒泰地区,布尔津县,中国核工业集团有限公司,新疆新华水电投资股份有限公司,91650000722317341T,存续,布尔津县托洪台水电站,布尔津县托洪台,2015/2/1, -   ,>10年,0.02,0.04,0,18.10,1号机组,2.7,2号机组,2.7,3号机组,2.7,4号机组,5,5号机组,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,86.875043,47.701892,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,阿勒泰地区,富蕴县,中国华电集团有限公司,新疆华电沙尔布拉克水电有限责任公司,9165432255646437XD,存续,新疆华电沙尔布拉克水电,距新疆富蕴县60公里,2013/7/8, -   ,>10年,0.13,0.25,0,50.01,1#,16.67,2#,16.67,3#,16.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,89.525463,46.994046,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,阿勒泰地区,哈巴河县,中国核工业集团有限公司,新疆新华吉勒布拉克水电开发有限公司,9165432468955634XL,存续,哈巴河吉勒布拉克水电站工程,哈巴河县齐巴尔乡哈拉塔勒村杰勒別斯特列克接羔点,2014/3/13, -   ,>10年,0.23,0.45,1,160.00,1#,30,2#,30,3#,50,4#,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,86.158515,47.877969,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,巴音郭楞蒙古自治州,和静县,国家能源投资集团有限责任公司,国家能源集团新疆开都河流域水电开发有限公司,91652801761146477K,存续,新疆开都河柳树沟水电站,新疆巴州和静县额勒再特乌鲁乡察汗乌苏村,2013/4/1, -   ,>10年,0.70,1.35,2,180.00,1号,90,2号,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,84.833262,43.085551,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,巴音郭楞蒙古自治州,和静县,中国核工业集团有限公司,新疆巴州新华水电开发有限公司,91652801795763043M,存续,新疆巴州开都河小山口三级水电站,和静县,2015/6/1, -   ,>10年,0.13,0.25,0,49.50,1#,16.5,2#,16.5,3#,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,86.384065,42.323625,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,巴音郭楞蒙古自治州,和静县,中国核工业集团有限公司,新疆巴州新华水电开发有限公司,91652801795763043M,存续,新疆巴州开都河小山口二级水电站,和静县哈尔莫墩镇小山口水电站下游7.5公里处乌兰尕扎尔村,2013/11/18, -   ,>10年,0.13,0.25,0,49.50,1#机组,16.5,2#机组,16.5,3#机组,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,86.038107,42.279481,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,巴音郭楞蒙古自治州,和静县,中国核工业集团有限公司,新疆巴州新华水电开发有限公司,91652801795763043M,存续,新疆巴州开都河小山口水电站,新疆巴州和静县哈尔莫墩镇乌兰尕扎尔村,2012/10/13, -   ,>10年,0.13,0.25,0,49.50,1#机组,16.5,2#机组,16.5,3#机组,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,86.586221,42.152431,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,巴音郭楞蒙古自治州,和静县,中国核工业集团有限公司,新疆巴州新华水电开发有限公司,91652801795763043M,存续,新疆巴州开都河哈尔莫墩水电站,和静县哈尔莫墩镇莎拉村,2009/4/13, -   ,>10年,0.06,0.11,0,15.00,1号机组,7.5,2号机组,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,86.632145,42.175567,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,巴音郭楞蒙古自治州,焉耆回族自治县,国家能源投资集团有限责任公司,国家能源集团新疆开都河流域水电开发有限公司,91652801761146477K,存续,新疆开都河察汗乌苏水电站工程,新疆巴州焉耆县七个星镇芒日格拉尔村,2008/7/8, -   ,>10年,0.86,1.65,3,330.00,1#机组,110,2#机组,110,3#机组,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,86.354123,42.138256,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,昌吉回族自治州,呼图壁县,中国华电集团有限公司,华电呼图壁能源有限公司,9165232367928618XK,存续,大唐呼图壁石门子水电站,新疆昌吉州呼图壁县五工台镇龙王庙路西侧,2013/11/1, -   ,>10年,0.37,0.71,1,95.00,#1,47.5,#2,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,86.721456,44.183321,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,和田地区,和田县,中国核工业集团有限公司,新疆新华波波娜水电开发有限公司,91653200792283079A,存续,新疆和田喀拉喀什河波波娜水电站工程,新疆维吾尔自治区和田地区和田县新疆和田县朗如乡,2011/4/10, -   ,>10年,0.39,0.75,1,150.00,#1,50,#2,50,#3,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,79.542112,36.965434,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,和田地区,和田县,中国华电集团有限公司,新疆华电和田水电有限责任公司,91653200584779248K,存续,和田玉龙喀什河达克曲克水电站项目,和田地区和田县喀什塔什乡,2016/5/29, -   ,8~10年,0.27,0.53,1,75.00,1#,35,2#,35,新疆华电达克曲克生态电站机组,2.5,新疆华电达克曲生态电站机组,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,79.624512,36.421234,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,喀什地区,莎车县,中国核工业集团有限公司,新疆新华恰木萨水电开发有限公司,91653125072202947D,存续,新疆叶尔羌河恰木萨水电站,新疆喀什地区莎车县喀群乡霍什拉甫乡叶尔羌河干流段下游,2019/9/13, -   ,5~8年,0.01,0.02,0,203.00,#1,1.5,#2,1.5,#3,50,#4,50,#5,50,#6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,76.451234,37.854123,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,喀什地区,莎车县,中国核工业集团有限公司,新疆新华叶尔羌河流域水利水电开发有限公司,91653101792298510R,存续,新疆叶尔羌河阿尔塔什水利枢纽工程,莎车县阿尔塔什村,2021/2/1, -   ,1~5年,0.21,0.41,1,755.00,#1,27.5,#2,27.5,#3,175,#4,175,#5,175,#6,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,76.432567,37.956789,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,喀什地区,莎车县,中国核工业集团有限公司,新疆新华錾高水电开发有限公司,916531250722029040,存续,新疆叶尔羌河錾高水电站项目,莎车县霍什拉甫乡,2022/9/17, -   ,1~5年,0.35,0.68,1,185.00,#1,45,#2,45,#3,45,#4,45,#5,2.5,#6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,76.351423,37.982345,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,喀什地区,塔什库尔干塔吉克自治县,中国核工业集团有限公司,新华喀什齐热哈塔尔水电开发有限公司,91653100693432606Q,存续,塔什库尔干河齐热哈塔尔水电站项目,新疆喀什地区塔什库尔干县库科西力克乡,2016/12/17, -   ,8~10年,0.55,1.05,2,210.00,1#,70,2#,70,3#,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,75.832145,37.624567,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿合奇县,中国华能集团有限公司,华能新疆能源开发有限公司,916501056636428563,存续,华能托什干河别迭里水电站,新疆克州阿合奇县,2012/5/13, -   ,>10年,0.24,0.47,1,248.00,#1,31,#2,31,#3,31,#4,31,#5,31,#6,31,#7,31,#8,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,78.445678,40.941234,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,吐鲁番市,高昌区,国家能源投资集团有限责任公司,国电青松吐鲁番新能源有限公司,91650400686487457B,存续,渠首电站,吐鲁番市大河沿镇,2013/6/1, -   ,>10年,0.02,0.05,0,6.26,1#,3.13,2#,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,88.754321,43.192145,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,吐鲁番市,高昌区,国家能源投资集团有限责任公司,国电青松吐鲁番新能源有限公司,91650400686487457B,存续,六级电站,吐鲁番市大河沿镇,2013/8/1, -   ,>10年,0.01,0.02,0,3.90,10#,1.3,8#,1.3,9#,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,88.754321,43.192145,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,吐鲁番市,高昌区,国家能源投资集团有限责任公司,国电青松吐鲁番新能源有限公司,91650400686487457B,存续,七级电站,吐鲁番市大河沿镇,2011/3/1, -   ,>10年,0.02,0.04,0,4.80,11#,2.4,12#,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,88.754321,43.192145,0.00,,
水电-常规水电,西北,0.00,,新疆维吾尔自治区,吐鲁番市,高昌区,国家能源投资集团有限责任公司,国电青松吐鲁番新能源有限公司,91650400686487457B,存续,八级电站,吐鲁番市大河沿镇,2013/10/1, -   ,>10年,0.02,0.03,0,4.20,13#,2.1,14#,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,88.754321,43.192145,0.00,,
